name_allsides,url_as,bias_as,agree_as,disagree_as,agree_ratio_as,agree_desc_as,orig_name_as,unique_id_as,news_link,bias_mbfc,reporting_mbfc,country_mbfc,references_mbfc,orig_name_mbfc,unique_id_mbfc,name_mbfc
,,,,,,,,,https://mediabiasfactcheck.com/newshounds/,left,mixed,united states,"722,291",news hounds,999.0,news hounds
,,,,,,,,,https://mediabiasfactcheck.com/newsinsideout-com/,conspiracy-pseudoscience,mixed,united kingdom,"18,787",news inside out,1000.0,news inside out
,,,,,,,,,https://mediabiasfactcheck.com/newsline/,right-center,mixed,unknown or invalid region,"54,826",newsline,1001.0,newsline
,,,,,,,,,https://mediabiasfactcheck.com/newslogue/,left,mixed,nan,462,newslogue,1002.0,newslogue
,,,,,,,,,https://mediabiasfactcheck.com/next-news-network/,right,mixed,united states,"46,441",next news network,1005.0,next news network
,,,,,,,,,https://mediabiasfactcheck.com/noq-report/,right,mixed,united states,0,noq report,1006.0,noq report
,,,,,,,,,https://mediabiasfactcheck.com/north-korea-times/,center,mixed,australia,"9,527",north korea times,1007.0,north korea times
,,,,,,,,,https://mediabiasfactcheck.com/not-liberal/,right,mixed,nan,"3,287",not liberal,1008.0,not liberal
,,,,,,,,,https://mediabiasfactcheck.com/nova-magazine/,left,mixed,united states,5,nova magazine,1009.0,nova magazine
,,,,,,,,,https://mediabiasfactcheck.com/nowthis-news/,left,mixed,united states,"60,815",nowthisnews,1010.0,nowthisnews
,,,,,,,,,https://mediabiasfactcheck.com/nra-institute-for-legislative-action/,right,mixed,united states,"584,107",nra - institute for legislative action,1011.0,nra - institute for legislative action
,,,,,,,,,https://mediabiasfactcheck.com/ntk-network/,right,mixed,nan,"23,139",ntk network,1012.0,ntk network
,,,,,,,,,https://mediabiasfactcheck.com/numbers-usa/,right,mixed,united states,"425,545",numbers usa,1013.0,numbers usa
,,,,,,,,,https://mediabiasfactcheck.com/nutritionfacts-org/,conspiracy-pseudoscience,mixed,united states,"363,194",nutritionfacts.org,1014.0,nutritionfacts
,,,,,,,,,https://mediabiasfactcheck.com/occupy-independents/,left-center,mixed,united states,0,occupy independents,1015.0,occupy independents
,,,,,,,,,https://mediabiasfactcheck.com/offended-america/,right,mixed,nan,238,offended america,1016.0,offended america
,,,,,,,,,https://mediabiasfactcheck.com/offgrid-survival/,right,mixed,nan,"135,220",offgrid survival,1017.0,offgrid survival
,,,,,,,,,https://mediabiasfactcheck.com/one-angry-gamer/,right,mixed,united states,0,one angry gamer,1019.0,one angry gamer
,,,,,,,,,https://mediabiasfactcheck.com/one-green-planet/,left,mixed,nan,"101,469",one green planet,1020.0,one green planet
,,,,,,,,,https://mediabiasfactcheck.com/oneindia/,left-center,mixed,india,"3,258,388",oneindia,1021.0,oneindia
,,,,,,,,,https://mediabiasfactcheck.com/onenewsnow/,right,mixed,united states,"137,404",onenewsnow,1022.0,onenewsnow
,,,,,,,,,https://mediabiasfactcheck.com/opednews-oen/,left,mixed,nan,"352,227",opednews (oen),1023.0,opednews (oen)
,,,,,,,,,https://mediabiasfactcheck.com/open-doors/,right-center,mixed,nan,"125,021",open doors,1024.0,open doors
,,,,,,,,,https://mediabiasfactcheck.com/opposing-views/,left-center,mixed,united states,"1,263,852",opposing views,1025.0,opposing views
,,,,,,,,,https://mediabiasfactcheck.com/opslens/,right,mixed,nan,752,opslens,1026.0,opslens
,,,,,,,,,https://mediabiasfactcheck.com/organic-facts/,conspiracy-pseudoscience,mixed,india,"1,340",organic facts,1027.0,organic facts
,,,,,,,,,https://mediabiasfactcheck.com/palmer-report/,left,mixed,united states,"49,435",palmer report,1028.0,palmer report
,,,,,,,,,https://mediabiasfactcheck.com/panam-post/,right,mixed,united states,"34,562",panam post,1029.0,panam post
,,,,,,,,,https://mediabiasfactcheck.com/patriot-news-alerts/,right,mixed,nan,293,patriot news alerts,1030.0,patriot news alerts
,,,,,,,,,https://mediabiasfactcheck.com/patriot-news-daily/,right,mixed,nan,"9,505",patriot news daily,1031.0,patriot news daily
,,,,,,,,,https://mediabiasfactcheck.com/patriotretort-com/,right,mixed,united states,"154,173",patriotretort.com,1032.0,patriotretort
,,,,,,,,,https://mediabiasfactcheck.com/peta-people-for-the-ethical-treatment-of-animals/,conspiracy-pseudoscience,mixed,united states,"877,301",peta,1034.0,peta
,,,,,,,,,https://mediabiasfactcheck.com/politcalite-uk/,right,mixed,united kingdom,"42,719",politicalite,1035.0,politicalite
,,,,,,,,,https://mediabiasfactcheck.com/political-dig/,left,mixed,united states,"7,210",political dig,1036.0,political dig
,,,,,,,,,https://mediabiasfactcheck.com/politichicks/,right,mixed,nan,"94,415",politichicks,1037.0,politichicks
,,,,,,,,,https://mediabiasfactcheck.com/politicsnote/,right,mixed,nan,101,politicsnote,1038.0,politicsnote
,,,,,,,,,https://mediabiasfactcheck.com/politifeed/,right,mixed,nan,29,politifeed,1040.0,politifeed
,,,,,,,,,https://mediabiasfactcheck.com/politizoom/,left,mixed,nan,"8,177",politizoom,1041.0,politizoom
,,,,,,,,,https://mediabiasfactcheck.com/popular-technology/,conspiracy-pseudoscience,mixed,unknown or invalid region,"29,434",popular technology,1042.0,popular technology
,,,,,,,,,https://mediabiasfactcheck.com/portland-tribune/,left-center,mixed,united states,"1,414,091",portland tribune,1043.0,portland tribune
,,,,,,,,,https://mediabiasfactcheck.com/power-line/,right,mixed,united states,"4,213,038",powerline,1044.0,powerline
,,,,,,,,,https://mediabiasfactcheck.com/pravda-report/,left,mixed,nan,"1,086,966",pravda report,1045.0,pravda report
,,,,,,,,,https://mediabiasfactcheck.com/press-for-truth/,conspiracy-pseudoscience,mixed,nan,"43,284",press for truth,1046.0,press for truth
,,,,,,,,,https://mediabiasfactcheck.com/prevention-magazine/,conspiracy-pseudoscience,mixed,united states,0,prevention magazine,1047.0,prevention magazine
,,,,,,,,,https://mediabiasfactcheck.com/progressive-liberal/,left,mixed,nan,"2,277",progressive liberal,1048.0,progressive liberal
,,,,,,,,,https://mediabiasfactcheck.com/prop-or-not/,conspiracy-pseudoscience,mixed,united states,485,prop or not,1050.0,prop or not
,,,,,,,,,https://mediabiasfactcheck.com/proud-conservatives/,right,mixed,nan,4,proud conservative,1051.0,proud conservative
,,,,,,,,,https://mediabiasfactcheck.com/proud-democrat/,left,mixed,nan,"3,931",proud democrat,1052.0,proud democrat
,,,,,,,,,https://mediabiasfactcheck.com/public-interest-legal-foundation/,right,mixed,nan,"1,398",public interest legal foundation,1053.0,public interest legal foundation
,,,,,,,,,https://mediabiasfactcheck.com/quadrant-magazine/,right,mixed,nan,"139,436",quadrant magazine,1054.0,quadrant magazine
,,,,,,,,,https://mediabiasfactcheck.com/rappler/,left,mixed,philippines,"599,228",rappler,1055.0,rappler
,,,,,,,,,https://mediabiasfactcheck.com/reader-supported-news-rsn/,left,mixed,united states,"241,278",reader supported news (rsn),1057.0,reader supported news (rsn)
,,,,,,,,,https://mediabiasfactcheck.com/readers-digest/,right,mixed,united states,"664,856",reader's digest,1058.0,reader's digest
,,,,,,,,,https://mediabiasfactcheck.com/red-alert-politics/,right,mixed,nan,"64,985",red alert politics,1059.0,red alert politics
,,,,,,,,,https://mediabiasfactcheck.com/red-flag-news/,right,mixed,nan,"172,319",red flag news,1060.0,red flag news
,,,,,,,,,https://mediabiasfactcheck.com/red-youth/,left,mixed,nan,"5,531",red youth,1061.0,red youth
,,,,,,,,,https://mediabiasfactcheck.com/redoubt-news/,conspiracy-pseudoscience,mixed,nan,"33,649",redoubt news,1062.0,redoubt news
,,,,,,,,,https://mediabiasfactcheck.com/religion-mind/,conspiracy-pseudoscience,mixed,unknown or invalid region,21,religion mind,1063.0,religion mind
,,,,,,,,,https://mediabiasfactcheck.com/renewedright-com/,right,mixed,nan,"7,565",renewedright.com,1064.0,renewedright
,,,,,,,,,https://mediabiasfactcheck.com/republic-world/,right-center,mixed,nan,"167,856",republic world,1065.0,republic world
,,,,,,,,,https://mediabiasfactcheck.com/resilience-post-carbon-institute/,left,mixed,nan,"555,588",resilience (post carbon institute),1066.0,resilience (post carbon institute)
,,,,,,,,,https://mediabiasfactcheck.com/resistance-media/,right,mixed,nan,39,resistance media,1067.0,resistance media
,,,,,,,,,https://mediabiasfactcheck.com/revcom-us/,left,mixed,nan,"46,515",revcom.us,1068.0,re.us
,,,,,,,,,https://mediabiasfactcheck.com/reverb-press/,left,mixed,united states,"37,244",reverb press,1069.0,reverb press
,,,,,,,,,https://mediabiasfactcheck.com/richochet/,right,mixed,nan,"512,987",richochet,1070.0,richochet
,,,,,,,,,https://mediabiasfactcheck.com/right-free/,right,mixed,united states,0,right & free,1071.0,right & free
,,,,,,,,,https://mediabiasfactcheck.com/ron-paul-liberty-report/,right,mixed,united states,"13,895",ron paul liberty report,1072.0,ron paul liberty report
,,,,,,,,,https://mediabiasfactcheck.com/san-francisco-globe/,left-center,mixed,united states,822,san francisco globe,1073.0,san francisco globe
,,,,,,,,,https://mediabiasfactcheck.com/science-factz/,conspiracy-pseudoscience,mixed,unknown or invalid region,16,science factz,1074.0,science factz
,,,,,,,,,https://mediabiasfactcheck.com/science-vibe/,conspiracy-pseudoscience,mixed,united states,608,science vibe,1075.0,science vibe
,,,,,,,,,https://mediabiasfactcheck.com/secrets-of-the-fed/,conspiracy-pseudoscience,mixed,unknown or invalid region,0,secrets of the fed,1076.0,secrets of the fed
,,,,,,,,,https://mediabiasfactcheck.com/secure-america-now/,right,mixed,united states,"4,392",secure america now,1077.0,secure america now
,,,,,,,,,https://mediabiasfactcheck.com/sentinel-ksmo/,right,mixed,united states,"9,586",sentinel ksmo,1078.0,sentinel ksmo
,,,,,,,,,https://mediabiasfactcheck.com/shareblue/,left,mixed,united states,"154,422",shareblue,1079.0,shareblue
,,,,,,,,,https://mediabiasfactcheck.com/signs-of-the-times-sott/,conspiracy-pseudoscience,mixed,nan,"812,757",signs of the times (sott),1080.0,signs of the times (sott)
,,,,,,,,,https://mediabiasfactcheck.com/silence-is-consent/,right,mixed,nan,"1,440",silence is consent,1081.0,silence is consent
,,,,,,,,,https://mediabiasfactcheck.com/simple-organic-medicine/,conspiracy-pseudoscience,mixed,unknown or invalid region,"1,993",simple organic medicine,1082.0,simpleanic medicine
,,,,,,,,,https://mediabiasfactcheck.com/sinclair-broadcast-group/,right,mixed,united states,"66,583",sinclair broadcast group,1083.0,sinclair broadcast group
,,,,,,,,,https://mediabiasfactcheck.com/skeptical-raptor/,pro-science,mixed,united states,"29,665",skeptical raptor,1084.0,skeptical raptor
,,,,,,,,,https://mediabiasfactcheck.com/smartnews/,center,mixed,japan,"58,751",smartnews,1085.0,smartnews
,,,,,,,,,https://mediabiasfactcheck.com/sonoran-news/,right,mixed,nan,"45,527",sonoran news,1086.0,sonoran news
,,,,,,,,,https://mediabiasfactcheck.com/source-politics/,left,mixed,united states,"2,573",source politics,1087.0,source politics
,,,,,,,,,https://mediabiasfactcheck.com/south-china-morning-post/,left-center,mixed,hong kong sar china,"897,021",south china morning post,1088.0,south china morning post
,,,,,,,,,https://mediabiasfactcheck.com/space-news/,conspiracy-pseudoscience,mixed,united states,"3,953",space.news,1089.0,space.news
,,,,,,,,,https://mediabiasfactcheck.com/sparkscnntimes/,left,mixed,unknown or invalid region,25,sparks/cnntimes,1090.0,sparks/cnntimes
,,,,,,,,,https://mediabiasfactcheck.com/spiked-magazine/,right,mixed,united kingdom,"6,760",spiked magazine,1091.0,spiked magazine
,,,,,,,,,https://mediabiasfactcheck.com/standpoint-magazine/,right,mixed,united states,"243,936",standpoint,1093.0,standpoint
,,,,,,,,,https://mediabiasfactcheck.com/star-political/,right,mixed,united states,675,star political,1094.0,star political
,,,,,,,,,https://mediabiasfactcheck.com/stepfeed/,left-center,mixed,nan,"16,494",stepfeed,1095.0,stepfeed
,,,,,,,,,https://mediabiasfactcheck.com/syriana-analysis/,left,mixed,nan,"2,513",syriana analysis,1096.0,syriana analysis
,,,,,,,,,https://mediabiasfactcheck.com/tea-party-news-tpnn/,right,mixed,united states,"174,532",tea party news (the point),1097.0,tea party news (the point)
,,,,,,,,,https://mediabiasfactcheck.com/telesur/,left,mixed,nan,"2,269,870",telesur,1098.0,telesur
,,,,,,,,,https://mediabiasfactcheck.com/tenth-amendment-center/,right,mixed,united states,"330,481",tenth amendment center,1099.0,tenth amendment center
,,,,,,,,,https://mediabiasfactcheck.com/the-advertiser/,right,mixed,nan,"584,921",the advertiser,1100.0,the advertiser
,,,,,,,,,https://mediabiasfactcheck.com/the-american-cause/,right,mixed,united states,"34,401",the american cause,1101.0,the american cause
,,,,,,,,,https://mediabiasfactcheck.com/the-american-mind/,right,mixed,united states,"40,154",the american mind,1102.0,the american mind
,,,,,,,,,https://mediabiasfactcheck.com/the-anti-media/,conspiracy-pseudoscience,mixed,united states,"446,673",the anti-media,1103.0,the anti-media
,,,,,,,,,https://mediabiasfactcheck.com/the-blacksphere-kevin-jackson/,right,mixed,united states,"265,084",the blacksphere,1104.0,the blacksphere
,,,,,,,,,https://mediabiasfactcheck.com/the-california-republican/,right,mixed,united states,408,the california republican,1106.0,the california republican
,,,,,,,,,https://mediabiasfactcheck.com/the-chronicle-herald/,right-center,mixed,united states,"172,025",the chronicle herald,1107.0,the chronicle herald
,,,,,,,,,https://mediabiasfactcheck.com/the-citizen-press/,right,mixed,united states,"2,317",the citizen press,1108.0,the citizen press
,,,,,,,,,https://mediabiasfactcheck.com/the-conservative-nut/,right,mixed,united states,8,the conservative nut,1110.0,the conservative nut
,,,,,,,,,https://mediabiasfactcheck.com/the-conservative-woman/,right,mixed,united states,"37,344",the conservative woman,1111.0,the conservative woman
,,,,,,,,,https://mediabiasfactcheck.com/the-crusader-journal/,conspiracy-pseudoscience,mixed,united states,"2,596",the crusader journal,1112.0,the crusader journal
,,,,,,,,,https://mediabiasfactcheck.com/the-daily-banter/,left,mixed,united states,"184,645",the daily banter,1113.0,the daily banter
,,,,,,,,,https://mediabiasfactcheck.com/the-daily-check/,conspiracy-pseudoscience,mixed,unknown or invalid region,"1,059",the daily check,1114.0,the daily check
,,,,,,,,,https://mediabiasfactcheck.com/the-daily-defender/,right,mixed,nan,"6,860",the daily defender,1115.0,the daily defender
,,,,,,,,,https://mediabiasfactcheck.com/the-daily-liberator/,right,mixed,united states,"7,452",daily liberator,1116.0,daily liberator
,,,,,,,,,https://mediabiasfactcheck.com/the-daily-telegraph-australia/,right,mixed,australia,"549,390",the daily telegraph (aus),1117.0,the daily telegraph (aus)
,,,,,,,,,https://mediabiasfactcheck.com/the-dc-chronicle/,right,mixed,united states,"5,761",the dc chronicle,1119.0,the dc chronicle
,,,,,,,,,https://mediabiasfactcheck.com/the-democratic-hub/,left,mixed,united states,"5,904,937",the democratic hub,1120.0,the democratic hub
,,,,,,,,,https://mediabiasfactcheck.com/the-dworkin-report/,left,mixed,united states,"1,924",the dworkin report,1121.0,the dworkin report
,,,,,,,,,https://mediabiasfactcheck.com/the-ec-journal/,right-center,mixed,nan,59,the ec journal,1122.0,the ec journal
,,,,,,,,,https://mediabiasfactcheck.com/the-european-union-times/,conspiracy-pseudoscience,mixed,unknown or invalid region,"64,376",the european union times,1124.0,the european union times
,,,,,,,,,https://mediabiasfactcheck.com/the-florida-squeeze/,left,mixed,united states,"7,559",the florida squeeze,1126.0,the florida squeeze
,,,,,,,,,https://mediabiasfactcheck.com/the-greanville-post-bias-rating/,conspiracy-pseudoscience,mixed,united states,"123,736",the greanville post,1127.0,the greanville post
,,,,,,,,,https://mediabiasfactcheck.com/the-hayride/,right,mixed,united states,"146,618",the hayride,1128.0,the hayride
,,,,,,,,,https://mediabiasfactcheck.com/the-hearty-soul/,conspiracy-pseudoscience,mixed,nan,"7,619",the hearty soul,1129.0,the hearty soul
,,,,,,,,,https://mediabiasfactcheck.com/the-korea-times/,left-center,mixed,south korea,"3,590,912",the korea times,1130.0,the korea times
,,,,,,,,,https://mediabiasfactcheck.com/the-last-refuge/,right,mixed,united states,"633,408",the last refuge,1131.0,the last refuge
,,,,,,,,,https://mediabiasfactcheck.com/the-list/,left-center,mixed,united states,nan,the list,1132.0,the list
,,,,,,,,,https://mediabiasfactcheck.com/the-mary-sue/,left,mixed,united states,"368,701",the mary sue,1133.0,the mary sue
,,,,,,,,,https://mediabiasfactcheck.com/the-moderated-media/,center,mixed,united states,53,the moderated media,1134.0,the moderated media
,,,,,,,,,https://mediabiasfactcheck.com/the-new-american/,right,mixed,united states,"634,745",the new american,1135.0,the new american
,,,,,,,,,https://mediabiasfactcheck.com/the-new-civil-rights-movement/,left,mixed,united states,"517,107",the new civil rights movement,1136.0,the new civil rights movement
,,,,,,,,,https://mediabiasfactcheck.com/the-new-revere/,right,mixed,united states,"4,834",the new revere,1137.0,the new revere
,,,,,,,,,https://mediabiasfactcheck.com/the-newly-press/,right,mixed,nan,492,the newly press,1138.0,the newly press
,,,,,,,,,https://mediabiasfactcheck.com/the-odyssey-online/,left-center,mixed,united states,"894,494",the odyssey online,1139.0,the odyssey online
,,,,,,,,,https://mediabiasfactcheck.com/the-ohio-star/,right,mixed,united states,"21,068",the ohio star,1140.0,the ohio star
,,,,,,,,,https://mediabiasfactcheck.com/the-patriot-post/,right,mixed,united states,"544,690",the patriot post,1141.0,the patriot post
,,,,,,,,,https://mediabiasfactcheck.com/the-post-email/,right,mixed,united states,"198,989",the post & email,1142.0,the post & email
,,,,,,,,,https://mediabiasfactcheck.com/the-progressive-frontier/,left,mixed,nan,"2,462",the progressive frontier,1143.0,the progressive frontier
,,,,,,,,,https://mediabiasfactcheck.com/the-quint/,right-center,mixed,india,"448,206",the quint,1144.0,the quint
,,,,,,,,,https://mediabiasfactcheck.com/the-rantidote/,right,mixed,nan,51,the rantidote,1145.0,the rantidote
,,,,,,,,,https://mediabiasfactcheck.com/the-real-strategy/,right,mixed,nan,"2,927",the real strategy,1146.0,the real strategy
,,,,,,,,,https://mediabiasfactcheck.com/the-rebel/,right,mixed,canada,475,rebel news,1147.0,rebel news
,,,,,,,,,https://mediabiasfactcheck.com/the-right-scoop/,right,mixed,nan,"410,063",the right scoop,1149.0,the right scoop
,,,,,,,,,https://mediabiasfactcheck.com/the-ron-paul-institute/,right,mixed,united states,"31,098",the ron paul institute,1150.0,the ron paul institute
,,,,,,,,,https://mediabiasfactcheck.com/the-stern-facts/,left,mixed,united states,700,the stern facts,1151.0,the stern facts
,,,,,,,,,https://mediabiasfactcheck.com/the-stream/,conspiracy-pseudoscience,mixed,united states,"122,758",the stream,1152.0,the stream
,,,,,,,,,https://mediabiasfactcheck.com/the-sun/,right,mixed,united kingdom,"6,446,463",the sun,1153.0,the sun
,,,,,,,,,https://mediabiasfactcheck.com/the-tennessee-star/,right,mixed,united states,"8,430",the tennessee star,1154.0,the tennessee star
,,,,,,,,,https://mediabiasfactcheck.com/the-trumpet/,conspiracy-pseudoscience,mixed,nan,"122,973",the trumpet,1155.0,the trumpet
,,,,,,,,,https://mediabiasfactcheck.com/thegreggjarrett-com/,right,mixed,united states,0,thegreggjarrett.com,1156.0,thegreggjarrett
,,,,,,,,,https://mediabiasfactcheck.com/theoswatch-com/,left,mixed,nan,191,theoswatch.com,1157.0,theoswatch
,,,,,,,,,https://mediabiasfactcheck.com/thewrap/,left-center,mixed,united states,"967,581",thewrap,1158.0,thewrap
,,,,,,,,,https://mediabiasfactcheck.com/thought-catalog/,conspiracy-pseudoscience,mixed,united states,0,thought catalog,1159.0,thought catalog
,,,,,,,,,https://mediabiasfactcheck.com/times-headline/,left-center,mixed,nan,"26,867",times headline,1160.0,times headline
,,,,,,,,,https://mediabiasfactcheck.com/times-of-south-africa-times-live/,right-center,mixed,south africa,"318,959",times of south africa,1161.0,times of south africa
,,,,,,,,,https://mediabiasfactcheck.com/tmz/,left-center,mixed,united states,"7,019,904",tmz,1162.0,tmz
,,,,,,,,,https://mediabiasfactcheck.com/towleroad/,left,mixed,united states,"1,078,262",towleroad,1163.0,towleroad
,,,,,,,,,https://mediabiasfactcheck.com/trending-politics/,right,mixed,united states,0,trending politics,1165.0,trending politics
,,,,,,,,,https://mediabiasfactcheck.com/trt-world/,right,mixed,turkey,"1,651,846",trt world,1166.0,trt world
,,,,,,,,,https://mediabiasfactcheck.com/truth-theory/,conspiracy-pseudoscience,mixed,united kingdom,"92,390",truth theory,1168.0,truth theory
,,,,,,,,,https://mediabiasfactcheck.com/twitchy/,right,mixed,united states,"1,589,588",twitchy,1169.0,twitchy
,,,,,,,,,https://mediabiasfactcheck.com/uawire/,left-center,mixed,nan,"36,767",uawire,1170.0,uawire
,,,,,,,,,https://mediabiasfactcheck.com/uk-column/,conspiracy-pseudoscience,mixed,united kingdom,"104,627",uk column,1171.0,uk column
,,,,,,,,,https://mediabiasfactcheck.com/un-watch/,right,mixed,nan,"45,449",un watch,1172.0,un watch
,,,,,,,,,https://mediabiasfactcheck.com/unbiased-america/,right,mixed,united states,211,unbiased america,1173.0,unbiased america
,,,,,,,,,https://mediabiasfactcheck.com/unity-news-network/,right,mixed,united kingdom,"7,794",unity news network,1174.0,unity news network
,,,,,,,,,https://mediabiasfactcheck.com/update-america/,right,mixed,united states,"59,187",update america,1175.0,update america
,,,,,,,,,https://mediabiasfactcheck.com/uproxx/,left,mixed,united states,"1,110,123",uproxx,1176.0,uproxx
,,,,,,,,,https://mediabiasfactcheck.com/us-political-post/,left,mixed,united states,9,us political post,1177.0,us political post
,,,,,,,,,https://mediabiasfactcheck.com/us-politics-info/,right,mixed,unknown or invalid region,20,us politics info,1178.0,us politics info
,,,,,,,,,https://mediabiasfactcheck.com/us-uncut/,left,mixed,united states,"14,602",us uncut,1179.0,us uncut
,,,,,,,,,https://mediabiasfactcheck.com/usa-politics-today/,right,mixed,nan,854,usa politics today,1180.0,usa politics today
,,,,,,,,,https://mediabiasfactcheck.com/ussa-news/,right,mixed,nan,"138,826",ussa news,1181.0,ussa news
,,,,,,,,,https://mediabiasfactcheck.com/verified-politics/,left,mixed,united states,"25,743",verified politics,1182.0,verified politics
,,,,,,,,,https://mediabiasfactcheck.com/vessel-news/,right,mixed,nan,492,vessel news,1183.0,vessel news
,,,,,,,,,https://mediabiasfactcheck.com/veterans-today/,conspiracy-pseudoscience,mixed,united states,"1,021,158",veterans today,1184.0,veterans today
,,,,,,,,,https://mediabiasfactcheck.com/viral-title/,left,mixed,nan,41,viral title,1185.0,viral title
,,,,,,,,,https://mediabiasfactcheck.com/vivaliberty/,right,mixed,nan,53,viva liberty,1186.0,viva liberty
,,,,,,,,,https://mediabiasfactcheck.com/washington-institute-for-near-east-policy/,right-center,mixed,united states,"77,605",the washington institute for near east policy,1189.0,the washington institute for near east policy
,,,,,,,,,https://mediabiasfactcheck.com/washington-press/,left,mixed,united states,"82,759",washington press,1190.0,washington press
,,,,,,,,,https://mediabiasfactcheck.com/washington-sources/,left,mixed,united states,"56,259",washington sources,1191.0,washington sources
,,,,,,,,,https://mediabiasfactcheck.com/1600-daily/,right,mostly factual,united states,"13,742,825",1600 daily,1193.0,1600 daily
,,,,,,,,,https://mediabiasfactcheck.com/acculturated/,right,mostly factual,united states,"106,165",acculturated,1194.0,acculturated
,,,,,,,,,https://mediabiasfactcheck.com/achnews/,left,mostly factual,united states,0,achnews,1195.0,achnews
,,,,,,,,,https://mediabiasfactcheck.com/act-tv/,left,mostly factual,united states,"10,850",act.tv,1196.0,act.tv
,,,,,,,,,https://mediabiasfactcheck.com/advocates-for-self-government/,right-center,mostly factual,united states,0,advocates for self-government,1197.0,advocates for self-government
,,,,,,,,,https://mediabiasfactcheck.com/american-action-forum/,right-center,mostly factual,united states,"42,863",american action forum,1198.0,american action forum
,,,,,,,,,https://mediabiasfactcheck.com/american-foreign-policy-council/,right,mostly factual,united states,"56,506",american foreign policy council,1199.0,american foreign policy council
,,,,,,,,,https://mediabiasfactcheck.com/american-independent-institute/,left,mostly factual,united states,"174,095",the american independent institute,1200.0,the american independent institute
,,,,,,,,,https://mediabiasfactcheck.com/american-military-news/,center,mostly factual,united states,"67,147",american military news,1201.0,american military news
,,,,,,,,,https://mediabiasfactcheck.com/americas-voice/,left,mostly factual,united states,0,america's voice,1202.0,america's voice
,,,,,,,,,https://mediabiasfactcheck.com/ami-magazine/,right,mostly factual,united states,0,ami magazine,1203.0,ami magazine
,,,,,,,,,https://mediabiasfactcheck.com/ammoland/,right,mostly factual,united states,"133,651",ammoland,1204.0,ammoland
,,,,,,,,,https://mediabiasfactcheck.com/amomama/,center,mostly factual,cyprus,"264,748",amomama,1205.0,amomama
,,,,,,,,,https://mediabiasfactcheck.com/arcamax/,right-center,mostly factual,united states,0,arcamax,1206.0,arcamax
,,,,,,,,,https://mediabiasfactcheck.com/autism-speaks/,conspiracy-pseudoscience,mostly factual,united states,"2,112,955",autism speaks,1207.0,autism speaks
,,,,,,,,,https://mediabiasfactcheck.com/b-t-denmark/,right-center,mostly factual,denmark,0,b.t. denmark,1208.0,b.t. denmark
,,,,,,,,,https://mediabiasfactcheck.com/being-liberal/,left,mostly factual,united states,0,being liberal,1209.0,being liberal
,,,,,,,,,https://mediabiasfactcheck.com/being-libertarian/,right-center,mostly factual,united states,"15,712",being libertarian,1210.0,being libertarian
,,,,,,,,,https://mediabiasfactcheck.com/berlingske/,right-center,mostly factual,denmark,0,berlingske,1211.0,berlingske
,,,,,,,,,https://mediabiasfactcheck.com/big-news-network/,center,mostly factual,united arab emirates,"4,003,381",big news network,1212.0,big news network
,,,,,,,,,https://mediabiasfactcheck.com/birmingham-mail/,left-center,mostly factual,united states,"1,234,008",birmingham mail,1213.0,birmingham mail
,,,,,,,,,https://mediabiasfactcheck.com/bust-magazine/,left,mostly factual,united states,"494,964",bust magazine,1214.0,bust magazine
,,,,,,,,,https://mediabiasfactcheck.com/buzzsaw-politics/,right,mostly factual,united states,0,buzzsaw politics,1216.0,buzzsaw politics
,,,,,,,,,https://mediabiasfactcheck.com/calgary-sun/,right,mostly factual,canada,"606,328",calgary sun,1217.0,calgary sun
,,,,,,,,,https://mediabiasfactcheck.com/canada-fact-check/,left,mostly factual,canada,207,canada fact check,1218.0,canada fact check
,,,,,,,,,https://mediabiasfactcheck.com/canadian-dimension/,left,mostly factual,canada,"57,185",canadian dimension,1219.0,canadian dimension
,,,,,,,,,https://mediabiasfactcheck.com/capitalism-magazine/,right-center,mostly factual,bahamas,"17,527",capitalism magazine,1220.0,capitalism magazine
,,,,,,,,,https://mediabiasfactcheck.com/catch-news-bias-rating/,left-center,mostly factual,india,"1,346,063",catch news,1221.0,catch news
,,,,,,,,,https://mediabiasfactcheck.com/center-for-american-progress/,left,mostly factual,united states,"510,427",center for american progress,1222.0,center for american progress
,,,,,,,,,https://mediabiasfactcheck.com/conservative-institute/,right,mostly factual,united states,845,conservative institute,1225.0,conservative institute
,,,,,,,,,https://mediabiasfactcheck.com/consortium-news/,left-center,mostly factual,united states,"2,318,097",consortium news,1226.0,consortium news
,,,,,,,,,https://mediabiasfactcheck.com/constitution-project/,left-center,mostly factual,united states,"6,408",constitution project,1227.0,constitution project
,,,,,,,,,https://mediabiasfactcheck.com/cosmopolitan/,left,mostly factual,united states,"945,281",cosmopolitan,1228.0,cosmopolitan
,,,,,,,,,https://mediabiasfactcheck.com/counterpunch/,left,mostly factual,united states,"1,841,409",counterpunch,1229.0,counterpunch
,,,,,,,,,https://mediabiasfactcheck.com/crooks-and-liars/,left,mostly factual,united states,"3,181,473",crooks and liars,1230.0,crooks and liars
,,,,,,,,,https://mediabiasfactcheck.com/daily-torch/,right,mostly factual,united states,0,daily torch,1232.0,daily torch
,,,,,,,,,https://mediabiasfactcheck.com/democracy-guardian/,left,mostly factual,united states,159,democracy guardian,1233.0,democracy guardian
