name_mbfc,news_link,bias_mbfc,reporting_mbfc,country_mbfc,references_mbfc
american public media,https://mediabiasfactcheck.com/american-public-media/,left-center,high,united states,"675,248"
americans united for separation of church and state,https://mediabiasfactcheck.com/american-united-separation-church-state/,left,high,united states,"388,691"
americas quarterly,https://mediabiasfactcheck.com/americas-quarterly/,right-center,high,united states,"183,028"
amnesty international,https://mediabiasfactcheck.com/amnesty-international/,left-center,high,united kingdom,"3,667,337"
anderson independent mail,https://mediabiasfactcheck.com/anderson-independent-mail/,center,high,united states,0
angry white men,https://mediabiasfactcheck.com/angry-white-men/,left,high,united states,"31,454"
anniston star,https://mediabiasfactcheck.com/anniston-star/,left-center,high,united states,"41,995"
anti-defamation league (adl),https://mediabiasfactcheck.com/anti-defamation-league/,left-center,high,united states,"1,408,540"
anti-fascist news,https://mediabiasfactcheck.com/anti-fascist-news/,left,high,united states,"5,733"
aol,https://mediabiasfactcheck.com/aol/,left-center,high,united states,"30,319,399"
apm reports,https://mediabiasfactcheck.com/apm-reports/,left-center,high,united states,"4,054"
ara news,https://mediabiasfactcheck.com/ara-news/,left-center,high,syria,"43,805"
arab news,https://mediabiasfactcheck.com/arab-news/,right-center,high,saudi arabia,"1,115,389"
arc digital,https://mediabiasfactcheck.com/arc-digital/,center,high,united states,0
arizona capitol times,https://mediabiasfactcheck.com/arizona-capitol-times/,center,high,united states,"177,034"
arizona daily star,https://mediabiasfactcheck.com/arizona-daily-star/,left-center,high,united states,"1,758,081"
arizona daily sun,https://mediabiasfactcheck.com/arizona-daily-sun/,left-center,high,united states,"58,255"
arkansas times,https://mediabiasfactcheck.com/arkansas-times/,left-center,high,united states,"23,531"
arms control association,https://mediabiasfactcheck.com/arms-control-association/,left-center,high,united states,"66,863"
ars technica,https://mediabiasfactcheck.com/ars-technica/,center,high,united states,"4,374,188"
arutz sheva (israel national news),https://mediabiasfactcheck.com/arutz-sheva-israel-national-news/,right-center,high,israel,"1,632,706"
asheboro courier-tribune,https://mediabiasfactcheck.com/asheboro-courier-tribune/,center,high,united states,0
asheville citizen-times,https://mediabiasfactcheck.com/asheville-citizen-times/,left-center,high,united states,"1,266,496"
asia times,https://mediabiasfactcheck.com/asia-times/,center,high,hong kong sar china,"2,716,978"
asian correspondent,https://mediabiasfactcheck.com/asian-correspondent/,left-center,high,united kingdom,"190,266"
atlanta black star,https://mediabiasfactcheck.com/atlanta-black-star/,left-center,high,united states,"243,450"
atlantic council,https://mediabiasfactcheck.com/atlantic-council/,left-center,high,united states,"191,038"
atlantic media,https://mediabiasfactcheck.com/atlantic-media/,left-center,high,united states,"5,117"
atlas obscura,https://mediabiasfactcheck.com/atlas-obscura/,center,high,united states,"180,134"
attn:,https://mediabiasfactcheck.com/attn/,left-center,high,united states,"6,935"
austin daily herald,https://mediabiasfactcheck.com/austin-daily-herald-minnesota/,left-center,high,united states,0
australian skeptics inc.,https://mediabiasfactcheck.com/australian-skeptics-inc/,pro-science,high,australia,"63,696"
autostraddle,https://mediabiasfactcheck.com/autostraddle/,left,high,united states,"293,612"
av club,https://mediabiasfactcheck.com/av-club/,left-center,high,united states,0
backchannel,https://mediabiasfactcheck.com/backchannel/,left-center,high,united states,"6,070"
balkan insight,https://mediabiasfactcheck.com/balkan-insight/,left-center,high,united kingdom,"99,944"
baltimore sun,https://mediabiasfactcheck.com/baltimore-sun/,left-center,high,united states,"2,139,406"
bangor daily news,https://mediabiasfactcheck.com/bangor-daily-news/,left-center,high,united states,"514,713"
baptist news global,https://mediabiasfactcheck.com/baptist-news-global/,left-center,high,united states,"17,619"
battle creek enquirer,https://mediabiasfactcheck.com/battle-creek-enquirer/,left-center,high,united states,"717,498"
bay area reporter,https://mediabiasfactcheck.com/bay-area-reporter/,left,high,united states,"48,083"
bbarta24,https://mediabiasfactcheck.com/bbarta24/,center,high,bangladesh,"306,319"
bdnews24,https://mediabiasfactcheck.com/bdnews24/,center,high,bangladesh,0
beijing review,https://mediabiasfactcheck.com/beijing-review/,left-center,high,china,"200,277"
belleville news-democrat,https://mediabiasfactcheck.com/belleville-news-democrat/,center,high,united states,"1,336,994"
bellingcat,https://mediabiasfactcheck.com/bellingcat/,center,high,united kingdom,"92,430"
bellingham herald,https://mediabiasfactcheck.com/bellingham-herald/,left-center,high,united states,0
berkeleyside,https://mediabiasfactcheck.com/berkeleyside/,left-center,high,united states,"29,219"
berkshire eagle,https://mediabiasfactcheck.com/berkshire-eagle/,left-center,high,united states,"578,637"
better government association,https://mediabiasfactcheck.com/better-government-association/,center,high,united states,"19,584"
big think,https://mediabiasfactcheck.com/big-think/,center,high,united states,"878,997"
billings gazette,https://mediabiasfactcheck.com/billings-gazette/,right-center,high,united states,"65,798"
billmoyers,https://mediabiasfactcheck.com/billmoyers-com/,left-center,high,united states,"223,209"
bing news,https://mediabiasfactcheck.com/bing-news/,left-center,high,united states,"60,974,705"
bipartisan policy center,https://mediabiasfactcheck.com/bipartisan-policy-center/,right-center,high,united states,"26,318"
bismarck tribune,https://mediabiasfactcheck.com/bismarck-tribune/,center,high,united states,"48,920"
bitch media,https://mediabiasfactcheck.com/bitch-media/,left,high,united states,"6,761"
black agenda report,https://mediabiasfactcheck.com/black-agenda-report/,left,high,united states,"170,916"
black lives matter,https://mediabiasfactcheck.com/black-lives-matter/,left,high,united states,"107,304"
blasting news,https://mediabiasfactcheck.com/blastingnews/,center,high,united kingdom,"334,438"
bleepingputer,https://mediabiasfactcheck.com/bleeping-computer-bias-rating/,center,high,united states,"540,633"
blue lives matter,https://mediabiasfactcheck.com/blue-lives-matter/,right,high,united states,"5,480"
bluestem prairie,https://mediabiasfactcheck.com/bluestem-prairie/,left-center,high,united states,"27,220"
bno news,https://mediabiasfactcheck.com/bno-news/,center,high,netherlands,"13,314"
boston,https://mediabiasfactcheck.com/boston-com/,left-center,high,united states,0
boston review,https://mediabiasfactcheck.com/boston-review/,left,high,united states,"332,299"
boy genius report,https://mediabiasfactcheck.com/boy-genius-report-bgr/,left-center,high,united states,"2,056,389"
bozeman daily chronicle,https://mediabiasfactcheck.com/bozeman-daily-chronicle/,center,high,united states,"9,025"
breaking defense,https://mediabiasfactcheck.com/breaking-defense/,right-center,high,united states,"112,489"
breakthrough institute,https://mediabiasfactcheck.com/breakthrough-institute/,right-center,high,united states,"52,195"
brennan center for justice,https://mediabiasfactcheck.com/brennan-center-for-justice/,left-center,high,united states,"153,344"
bridge magazine,https://mediabiasfactcheck.com/bridge-magazine/,center,high,united states,"30,392"
the brunswick news,https://mediabiasfactcheck.com/brunswick-news-bias-credibility-rating/,right-center,high,united states,"10,450"
buffalo news,https://mediabiasfactcheck.com/buffalo-news/,left-center,high,united states,"156,757"
bullshido,https://mediabiasfactcheck.com/bullshido/,center,high,united states,"586,699"
businessmunity,https://mediabiasfactcheck.com/business-2-community/,center,high,united states,"31,073"
calgary herald,https://mediabiasfactcheck.com/calgary-herald/,right-center,high,canada,"662,947"
california globe,https://mediabiasfactcheck.com/california-globe/,right-center,high,united states,917
california political review,https://mediabiasfactcheck.com/california-political-review/,right-center,high,united states,"112,592"
canadaland,https://mediabiasfactcheck.com/canadaland/,left-center,high,canada,"22,738"
canadian jewish news,https://mediabiasfactcheck.com/canadian-jewish-news-cjn/,right-center,high,canada,"87,603"
canadian public affairs channel (cpac),https://mediabiasfactcheck.com/canadian-public-affairs-channel-cpac/,center,high,canada,"31,233"
canadian taxpayers federation,https://mediabiasfactcheck.com/canadian-taxpayers-federation/,right-center,high,canada,"35,355"
cape cod times,https://mediabiasfactcheck.com/cape-cod-times/,center,high,united states,"141,778"
capital gazette,https://mediabiasfactcheck.com/capital-gazette/,left-center,high,united states,"317,232"
capital & main,https://mediabiasfactcheck.com/capital-main/,left,high,united states,"20,343"
capitol fax,https://mediabiasfactcheck.com/capitol-fax/,center,high,united states,"204,384"
carbonated tv,https://mediabiasfactcheck.com/carbonated-tv/,left,high,united states,"4,335"
caribbean life news,https://mediabiasfactcheck.com/caribbean-life-news/,left-center,high,united states,"52,962"
carnegie endowment for international peace,https://mediabiasfactcheck.com/carnegie-endowment-for-international-peace/,left-center,high,united states,"909,417"
carolina public press,https://mediabiasfactcheck.com/carolina-public-press/,left-center,high,united states,"64,218"
casper star-tribune,https://mediabiasfactcheck.com/casper-star-tribune/,center,high,united states,"50,575"
castanet,https://mediabiasfactcheck.com/castanet/,center,high,canada,"1,627,619"
cato institute,https://mediabiasfactcheck.com/cato-institute/,right-center,high,united states,"1,787,395"
cbc news,https://mediabiasfactcheck.com/cbc-news-canadian-broadcasting/,left-center,high,canada,"4,269,775"
cbs boston - wbz-tv,https://mediabiasfactcheck.com/cbs-boston-wbz-tv/,left-center,high,united states,0
ccn markets,https://mediabiasfactcheck.com/ccn-markets-bias-rating/,right-center,high,norway,"629,930"
ceasefire magazine,https://mediabiasfactcheck.com/ceasefire-magazine/,left,high,united kingdom,0
center for democracy and technology,https://mediabiasfactcheck.com/center-democracy-technology/,center,high,united states,"131,525"
center for a new american security,https://mediabiasfactcheck.com/center-for-a-new-american-security/,left-center,high,united states,"58,925"
center for a stateless society,https://mediabiasfactcheck.com/center-for-a-stateless-society/,left,high,united states,"165,120"
center for advanced defense studies,https://mediabiasfactcheck.com/center-for-advanced-defense-studies/,left-center,high,united states,"1,822"
center for global development,https://mediabiasfactcheck.com/center-for-global-development/,left-center,high,united states,"86,657"
center for inquiry,https://mediabiasfactcheck.com/center-for-inquiry/,left-center,high,united states,119
center for international policy,https://mediabiasfactcheck.com/center-for-international-policy/,left-center,high,united states,"150,289"
center for media and democracy,https://mediabiasfactcheck.com/center-for-media-and-democracy/,left,high,united states,"467,006"
center for the national interest,https://mediabiasfactcheck.com/center-for-the-national-interest/,right-center,high,united states,"105,121"
center for popular democracy,https://mediabiasfactcheck.com/center-popular-democracy/,left-center,high,united states,"12,846"
central news agency (cna) / focus taiwan,https://mediabiasfactcheck.com/central-news-agency-cna-focus-taiwan/,left-center,high,taiwan,0
change,https://mediabiasfactcheck.com/change-org/,left,high,united states,"3,143,760"
channel 4 news (uk),https://mediabiasfactcheck.com/channel-4-news-uk/,left-center,high,united kingdom,0
charleston gazette mail,https://mediabiasfactcheck.com/charleston-gazette-mail/,left-center,high,united states,"383,135"
charlotte observer,https://mediabiasfactcheck.com/charlotte-observer/,left-center,high,united states,"1,674,424"
cheddar,https://mediabiasfactcheck.com/cheddar/,left-center,high,united states,"70,039"
chicago reader,https://mediabiasfactcheck.com/chicago-reader/,left,high,united states,"1,030,827"
chinook observer,https://mediabiasfactcheck.com/chinook-observer/,center,high,united states,"13,482"
chronicles of democracy,https://mediabiasfactcheck.com/chronicles-of-democracy/,left,high,united states,4
cinncinati equirer,https://mediabiasfactcheck.com/cincinnati-enquirer/,right-center,high,united states,"1,124,449"
circa news,https://mediabiasfactcheck.com/circa-news/,right-center,high,united states,"687,152"
citizen critics,https://mediabiasfactcheck.com/citizen-critics/,left,high,united states,125
citizen truth,https://mediabiasfactcheck.com/citizen-truth/,left-center,high,united states,"3,873"
citizens for legitimate government,https://mediabiasfactcheck.com/citizens-for-legitimate-government-clg-news/,left-center,high,united states,"1,704,548"
citizens for tax justice,https://mediabiasfactcheck.com/citizens-for-tax-justice/,left-center,high,united states,"11,946"
citizens for responsibility and ethics in washington (crew),https://mediabiasfactcheck.com/citizens-responsibility-ethics-washington-crew/,left-center,high,united states,"168,578"
city and state new york,https://mediabiasfactcheck.com/city-and-state-new-york/,center,high,united states,"19,876"
city pages,https://mediabiasfactcheck.com/city-pages/,left-center,high,united states,0
citylab,https://mediabiasfactcheck.com/citylab/,left-center,high,united states,0
clean technica,https://mediabiasfactcheck.com/clean-technica/,left-center,high,united states,"232,944"
climate science & policy watch (cspw),https://mediabiasfactcheck.com/climate-science-and-policy-watch/,pro-science,high,united states,"53,987"
colorado springs gazette,https://mediabiasfactcheck.com/colorado-springs-gazette/,right-center,high,united states,"104,959"
columbia daily herald,https://mediabiasfactcheck.com/columbia-daily-herald/,right-center,high,united states,"58,663"
columbus dispatch,https://mediabiasfactcheck.com/columbus-dispatch/,right-center,high,united states,"901,433"
committee for economic development,https://mediabiasfactcheck.com/committee-for-economic-development/,center,high,united states,"38,628"
committee to investigate russia,https://mediabiasfactcheck.com/committee-investigate-russia/,left-center,high,united states,"9,768"
common cause,https://mediabiasfactcheck.com/common-cause/,left-center,high,united states,"254,390"
common dreams,https://mediabiasfactcheck.com/common-dreams/,left,high,united states,"2,188,486"
commonweal magazine,https://mediabiasfactcheck.com/commonweal-magazine/,left-center,high,united states,"85,869"
commonwealth fund,https://mediabiasfactcheck.com/commonwealth-fund/,left-center,high,united states,"73,254"
conflict news,https://mediabiasfactcheck.com/conflict-news/,center,high,united states,446
connecticut post,https://mediabiasfactcheck.com/connecticut-post/,left-center,high,united states,"10,232"
anthropocene magazine,https://mediabiasfactcheck.com/conservation-magazine/,left-center,high,united states,"22,619"
constitution daily,https://mediabiasfactcheck.com/constitution-daily/,center,high,united states,"83,271"
consumer reports,https://mediabiasfactcheck.com/consumer-reports/,center,high,united states,"665,435"
consumerist,https://mediabiasfactcheck.com/consumerist/,center,high,united states,"610,449"
consumerlab,https://mediabiasfactcheck.com/consumerlab-com/,pro-science,high,united states,"45,126"
cop block,https://mediabiasfactcheck.com/cop-block/,left,high,united states,0
coronavirus.gov,https://mediabiasfactcheck.com/coronavirus-gov/,center,high,united states,0
corporate presidency,https://mediabiasfactcheck.com/corporate-presidency/,left-center,high,united states,77
council for the national interest,https://mediabiasfactcheck.com/council-for-the-national-interest/,left-center,high,united states,"59,156"
council on foreign relations,https://mediabiasfactcheck.com/council-on-foreign-relations/,center,high,united states,"560,148"
countable news,https://mediabiasfactcheck.com/countable-news/,center,high,united states,"619,670"
courthouse news service,https://mediabiasfactcheck.com/courthouse-news-service/,center,high,united states,"328,559"
cp24,https://mediabiasfactcheck.com/cp24/,center,high,canada,"1,642,755"
credo action,https://mediabiasfactcheck.com/credo-action/,left-center,high,united states,"123,173"
crimeola,https://mediabiasfactcheck.com/crimeola/,center,high,united states,"6,182"
crimethinc,https://mediabiasfactcheck.com/crimethinc/,left,high,united states,"176,540"
crooked media,https://mediabiasfactcheck.com/crooked-media/,left,high,united states,"49,262"
crosscut,https://mediabiasfactcheck.com/crosscut-com/,left-center,high,united states,"86,444"
ct mirror,https://mediabiasfactcheck.com/ct-mirror/,left-center,high,united states,"107,058"
ctv news,https://mediabiasfactcheck.com/ctv-news/,center,high,canada,"1,994,046"
curiosity,https://mediabiasfactcheck.com/curiosity-com/,center,high,united states,"44,571"
curve magazine,https://mediabiasfactcheck.com/curve-magazine/,left,high,united states,"31,104"
d.c. circuit breaker,https://mediabiasfactcheck.com/d-c-circuit-breaker/,center,high,united states,122
the daily 49er,https://mediabiasfactcheck.com/daily-49er/,left,high,united states,"4,440"
daily business review,https://mediabiasfactcheck.com/daily-business-review/,center,high,united states,"669,875"
daily express,https://mediabiasfactcheck.com/daily-express/,right,high,united kingdom,"2,519,330"
daily herald,https://mediabiasfactcheck.com/daily-herald/,right-center,high,united states,"1,122,870"
the daily hive,https://mediabiasfactcheck.com/daily-hive/,left-center,high,,"135,749"
daily journal (missouri),https://mediabiasfactcheck.com/daily-journal-missouri/,center,high,united states,"11,085"
daily maverick,https://mediabiasfactcheck.com/daily-maverick/,center,high,south africa,0
daily record,https://mediabiasfactcheck.com/daily-record/,center,high,united states,"545,856"
dallas voice,https://mediabiasfactcheck.com/dallas-voice/,left,high,united states,"32,318"
darien times,https://mediabiasfactcheck.com/darien-times/,center,high,united states,"171,957"
dawn,https://mediabiasfactcheck.com/dawn/,left-center,high,pakistan,"1,606,044"
the day (new london),https://mediabiasfactcheck.com/day-new-london/,center,high,united states,"221,835"
dayton daily news,https://mediabiasfactcheck.com/dayton-daily-news/,center,high,united states,"824,782"
dcreport,https://mediabiasfactcheck.com/dcreport-org/,left-center,high,united states,"79,768"
de volkskrant,https://mediabiasfactcheck.com/de-volkskrant/,right-center,high,netherlands,"779,343"
deadstate,https://mediabiasfactcheck.com/dead-state/,left,high,united states,"22,678"
deadline hollywood,https://mediabiasfactcheck.com/deadline-hollywood/,left-center,high,united states,"1,796,920"
deadspin,https://mediabiasfactcheck.com/deadspin/,left,high,united states,"10,748,148"
deathandtaxes,https://mediabiasfactcheck.com/deathandtaxes/,left,high,united states,"184,192"
debate post,https://mediabiasfactcheck.com/debate-post/,right,high,united states,"5,473"
debunking denialism,https://mediabiasfactcheck.com/debunking-denialism/,left-center,high,sweden,"16,771"
deccan chronicle,https://mediabiasfactcheck.com/deccan-chronicle/,right-center,high,united states,"1,842,376"
the defcon warning system,https://mediabiasfactcheck.com/defcon-warning-system/,center,high,united states,"52,459"
defense news,https://mediabiasfactcheck.com/defense-news/,center,high,united states,"512,469"
del rio news-herald,https://mediabiasfactcheck.com/del-rio-news-herald-bias/,center,high,united states,"13,596"
delaware online - the news journal,https://mediabiasfactcheck.com/delaware-online-news-journal/,left-center,high,united states,"1,415,758"
democracy 21,https://mediabiasfactcheck.com/democracy-21/,left-center,high,united states,"66,237"
democracy chronicles,https://mediabiasfactcheck.com/democracy-chronicles/,left,high,united states,"17,402"
democrat and chronicle,https://mediabiasfactcheck.com/democrat-and-chronicle/,left-center,high,united states,"1,523,874"
demos,https://mediabiasfactcheck.com/demos/,left-center,high,united states,"153,332"
denver post,https://mediabiasfactcheck.com/denver-post/,left-center,high,united states,"1,941,898"
denver westword,https://mediabiasfactcheck.com/denver-westword/,left-center,high,united states,"13,166"
desert sun,https://mediabiasfactcheck.com/desert-sun/,right-center,high,united states,"755,765"
desmog,https://mediabiasfactcheck.com/desmog/,left,high,united states,"343,880"
die zeit,https://mediabiasfactcheck.com/die-zeit/,left-center,high,germany,"1,069,621"
digg,https://mediabiasfactcheck.com/digg/,left-center,high,united states,"27,328,799"
digital journal,https://mediabiasfactcheck.com/digital-journal/,center,high,canada,"3,516,039"
discover magazine,https://mediabiasfactcheck.com/discover-magazine/,pro-science,high,united states,"695,936"
dissent magazine,https://mediabiasfactcheck.com/dissent-magazine/,left,high,united states,"339,585"
diversityinc,https://mediabiasfactcheck.com/diversityinc/,left-center,high,united states,"78,000"
doctors without borders,https://mediabiasfactcheck.com/doctors-without-borders/,center,high,france,"502,833"
downsizing the federal government,https://mediabiasfactcheck.com/downsizing-the-federal-government/,right-center,high,united states,"112,160"
dpa german press agency,https://mediabiasfactcheck.com/dpa-german-press-agency/,center,high,germany,"16,951"
duluth news tribune,https://mediabiasfactcheck.com/duluth-news-tribune/,center,high,united states,"242,699"
dutch daily news,https://mediabiasfactcheck.com/dutch-daily-news/,left-center,high,netherlands,"3,221"
dw news,https://mediabiasfactcheck.com/dw-news/,left-center,high,germany,"5,226,649"
earth institute,https://mediabiasfactcheck.com/earth-institute/,left-center,high,united states,"26,649"
earthjustice,https://mediabiasfactcheck.com/earthjustice/,left-center,high,united states,"233,537"
east bay times,https://mediabiasfactcheck.com/east-bay-times/,left-center,high,united states,"1,028,455"
eau claire leader-telegram,https://mediabiasfactcheck.com/eau-claire-leader-telegram/,center,high,united states,0
economic policy institute,https://mediabiasfactcheck.com/economic-policy-institute/,left-center,high,united states,"420,095"
economicpolicyjournal,https://mediabiasfactcheck.com/economicpolicyjournal-com/,right,high,united states,"293,615"
economics.help,https://mediabiasfactcheck.com/economics-help/,left-center,high,united kingdom,"13,315"
edmonton journal,https://mediabiasfactcheck.com/edmonton-journal/,right-center,high,canada,"557,680"
edmonton sun,https://mediabiasfactcheck.com/edmonton-sun/,right-center,high,canada,"488,350"
ej insight,https://mediabiasfactcheck.com/ej-insight-eji/,center,high,hong kong sar china,"823,591"
el nuevo dia,https://mediabiasfactcheck.com/el-nuevo-dia/,center,high,puerto rico,"12,359"
el pais,https://mediabiasfactcheck.com/el-pais/,left-center,high,spain,"10,325,795"
el paso times,https://mediabiasfactcheck.com/el-paso-times/,left-center,high,united states,"126,718"
electoral-vote,https://mediabiasfactcheck.com/electoral-vote-com/,left,high,netherlands,"696,867"
electronic frontier foundation,https://mediabiasfactcheck.com/electronic-frontier-foundation/,left-center,high,united states,"10,439,691"
elisabeth parker,https://mediabiasfactcheck.com/elisabeth-parker/,left,high,united states,"1,039"
emirates 24/7,https://mediabiasfactcheck.com/emirates-247/,left-center,high,united arab emirates,"1,251,662"
empty wheel,https://mediabiasfactcheck.com/empty-wheel/,left-center,high,united states,"420,174"
encyclopedia britannica,https://mediabiasfactcheck.com/encyclopedia-britannica/,pro-science,high,united states,"2,010,819"
engadget,https://mediabiasfactcheck.com/engadget/,left-center,high,united states,"5,122,066"
entertainment weekly,https://mediabiasfactcheck.com/entertainment-weekly/,left-center,high,united states,"2,402,932"
erie times-news,https://mediabiasfactcheck.com/erie-times-news/,center,high,united states,"348,574"
err news (estonia public broadcasting),https://mediabiasfactcheck.com/err-news-estonia-public-broadcasting/,center,high,estonia,"5,793,107"
ethics and public policy center (eppc),https://mediabiasfactcheck.com/ethics-public-policy-center-eppc/,right-center,high,united states,"54,172"
eu observer,https://mediabiasfactcheck.com/eu-observer/,left-center,high,belgium,"329,856"
eurasia group,https://mediabiasfactcheck.com/eurasia-group/,center,high,united states,"18,187"
eurasia review,https://mediabiasfactcheck.com/eurasia-review/,center,high,united states,"150,844"
euronews,https://mediabiasfactcheck.com/euronews/,center,high,france,"4,566,920"
the european council on foreign relations (ecfr),https://mediabiasfactcheck.com/european-council-foreign-relations-ecfr/,left-center,high,,"485,083"
everyday feminism,https://mediabiasfactcheck.com/everyday-feminism/,left,high,united states,"22,814"
everyday health,https://mediabiasfactcheck.com/everyday-health-science-credible/,pro-science,high,united states,"5,309,085"
evonomics,https://mediabiasfactcheck.com/evonomics/,left,high,united states,"92,829"
exposing the truth,https://mediabiasfactcheck.com/exposing-the-truth/,left-center,high,united kingdom,441
factbox.tv,https://mediabiasfactcheck.com/factbox-tv/,left-center,high,unknown or invalid region,396
fact/myth,https://mediabiasfactcheck.com/factmyth/,left-center,high,united states,"3,819"
factwire news agency,https://mediabiasfactcheck.com/factwire-news-agency/,center,high,hong kong sar china,"1,318"
fair observer,https://mediabiasfactcheck.com/fair-observer/,center,high,united states,"39,524"
fairvote,https://mediabiasfactcheck.com/fairvote/,left-center,high,united states,"285,114"
faith family america,https://mediabiasfactcheck.com/faith-family-america/,right-center,high,united states,"18,262"
fastpany,https://mediabiasfactcheck.com/fast-company-magazine/,left-center,high,united states,"991,152"
fdd's long war journal,https://mediabiasfactcheck.com/fdds-long-war-journal/,right-center,high,united states,"1,078,512"
federal news network,https://mediabiasfactcheck.com/federal-news-radio/,center,high,united states,"76,890"
federal times,https://mediabiasfactcheck.com/federal-times/,center,high,united states,"322,531"
feminist current,https://mediabiasfactcheck.com/feminist-current/,left,high,united states,"29,707"
feminst frequency,https://mediabiasfactcheck.com/feminist-frequency/,left-center,high,united states,"25,029"
feministing,https://mediabiasfactcheck.com/feministing/,left,high,united states,"872,260"
fifth estate,https://mediabiasfactcheck.com/fifth-estate/,left,high,united states,"61,920"
fight for the future,https://mediabiasfactcheck.com/fight-for-the-future/,left-center,high,united states,"48,834"
filming cops,https://mediabiasfactcheck.com/filming-cops/,left,high,united states,"19,078"
financal express,https://mediabiasfactcheck.com/financial-express/,center,high,india,"3,073,880"
first draft news,https://mediabiasfactcheck.com/first-draft-news/,center,high,united states,"12,390"
first post,https://mediabiasfactcheck.com/first-post/,left,high,india,"5,496,571"
fitsnews,https://mediabiasfactcheck.com/fitsnews/,right-center,high,united states,"136,766"
florida times union,https://mediabiasfactcheck.com/florida-times-union/,right-center,high,united states,"466,106"
foreign policy in focus,https://mediabiasfactcheck.com/foreign-policy-focus/,left-center,high,united states,"279,443"
foreign policy initiative,https://mediabiasfactcheck.com/foreign-policy-initiative/,right-center,high,united states,"9,731"
fort worth weekly,https://mediabiasfactcheck.com/fort-worth-weekly/,left-center,high,united states,"79,706"
fortnightly review,https://mediabiasfactcheck.com/fortnightly-review/,right-center,high,united kingdom,"16,217"
fortune magazine,https://mediabiasfactcheck.com/fortune-magazine/,right-center,high,united states,"857,465"
forward progressives,https://mediabiasfactcheck.com/forward-progressives/,left,high,united states,"3,921"
foster's daily democrat,https://mediabiasfactcheck.com/fosters-daily-democrat/,center,high,united states,0
foundation for defense of democracies,https://mediabiasfactcheck.com/foundation-defense-democracies/,right,high,united states,"212,592"
france info,https://mediabiasfactcheck.com/france-info/,left-center,high,france,0
france 24,https://mediabiasfactcheck.com/france24/,center,high,france,"2,350,166"
freakonomics,https://mediabiasfactcheck.com/freakonomics-radio/,left-center,high,united states,"719,590"
free press,https://mediabiasfactcheck.com/free-press-2/,left,high,united states,"75,353"
free rein news,https://mediabiasfactcheck.com/free-rein-report/,left,high,,3
free wheel media,https://mediabiasfactcheck.com/free-wheel-media/,center,high,united states,"2,967"
freedom alliance,https://mediabiasfactcheck.com/freedom-alliance-bias-rating/,right-center,high,united states,"16,355"
freedom house,https://mediabiasfactcheck.com/freedom-house/,right-center,high,united states,"357,078"
freedom news and journal,https://mediabiasfactcheck.com/freedom-news-and-journal/,left,high,united kingdom,"10,071"
fresno bee,https://mediabiasfactcheck.com/fresno-bee/,left-center,high,united states,"1,390,633"
the frontier,https://mediabiasfactcheck.com/frontier-media-bias-credibility-rating/,left-center,high,united states,"5,070"
fstv (freespeech),https://mediabiasfactcheck.com/fstv-freespeech-org/,left,high,united states,"138,100"
full fact uk,https://mediabiasfactcheck.com/full-fact-uk/,center,high,united kingdom,"50,465"
fusion,https://mediabiasfactcheck.com/fusion/,left-center,high,united states,"63,486"
futurism,https://mediabiasfactcheck.com/futurism/,pro-science,high,united states,"184,805"
gainesville sun,https://mediabiasfactcheck.com/gainesville-sun/,center,high,united states,"200,104"
gay star news,https://mediabiasfactcheck.com/gay-star-news/,left-center,high,united states,"99,086"
gbtimes,https://mediabiasfactcheck.com/gbtimes/,center,high,china,"112,884"
gears of biz,https://mediabiasfactcheck.com/gears-of-biz/,center,high,united states,"86,783"
geek,https://mediabiasfactcheck.com/geek-com/,center,high,united states,"4,078,433"
genetic literacy project,https://mediabiasfactcheck.com/genetic-literacy-project/,pro-science,high,united states,"90,922"
gizmodo,https://mediabiasfactcheck.com/gizmodo/,left,high,united states,"15,222,250"
glamour magazine,https://mediabiasfactcheck.com/glamour-magazine/,left-center,high,united states,"2,168,828"
global citizen,https://mediabiasfactcheck.com/global-citizen/,left-center,high,united states,"131,942"
global integrity,https://mediabiasfactcheck.com/global-integrity/,center,high,united states,"40,831"
global news,https://mediabiasfactcheck.com/global-news/,left-center,high,canada,"842,254"
global post,https://mediabiasfactcheck.com/global-post/,left-center,high,united states,"3,760,877"
global risk insights,https://mediabiasfactcheck.com/global-risk-insights-gri/,left-center,high,united kingdom,"46,415"
global slavery index,https://mediabiasfactcheck.com/global-slavery-index/,center,high,australia,"20,446"
global voices,https://mediabiasfactcheck.com/global-voices/,left,high,united states,"179,250"
globe gazette (iowa),https://mediabiasfactcheck.com/globe-gazette-iowa/,center,high,united states,"36,123"
good magazine,https://mediabiasfactcheck.com/good-magazine/,left,high,united states,"356,391"
goodnewsnetwork,https://mediabiasfactcheck.com/goodnewsnetwork/,center,high,united states,"125,709"
gothamist,https://mediabiasfactcheck.com/gothamist/,left-center,high,united states,"1,069,584"
governing magazine,https://mediabiasfactcheck.com/governing-magazine/,left-center,high,united states,"153,426"
government accountability project (gap),https://mediabiasfactcheck.com/government-accountability-project-gap/,left-center,high,united states,0
government executive,https://mediabiasfactcheck.com/government-executive/,left-center,high,united states,"160,088"
grand rapids press,https://mediabiasfactcheck.com/grand-rapids-press/,right-center,high,united states,"2,883,294"
grasping reality with both hands: bradford delong,https://mediabiasfactcheck.com/grasping-reality-hands-bradford-delong/,left,high,united states,"345,015"
