name,url_as,bias_as,agree_as,disagree_as,agree_ratio_as,agree_desc_as
Milan News-Leader,https://www.allsides.com/news-source/milan-news-leader,not-rated,64,41,1.5609756093753717,agree
Milford Times,https://www.allsides.com/news-source/milford-times,not-rated,21,45,0.46666666656296296,strongly disagree
Miller County Liberal,https://www.allsides.com/news-source/miller-county-liberal,not-rated,19,43,0.44186046501352083,strongly disagree
Minden Press-Herald,https://www.allsides.com/news-source/minden-press-herald,not-rated,9,8,1.12499999859375,somewhat agree
Mining Journal,https://www.allsides.com/news-source/mining-journal,not-rated,9,25,0.359999999856,strongly disagree
Mismatch.org,https://www.allsides.com/news-source/mismatchorg-media-bias,allsides,86,92,0.9347826085940454,somewhat disagree
MIT News,https://www.allsides.com/news-source/mit-news,center,226,181,1.2486187844614023,somewhat agree
Money.com,https://www.allsides.com/news-source/moneycom-media-bias,not-rated,1,2,0.4999999975,strongly disagree
Monroe Evening News,https://www.allsides.com/news-source/monroe-evening-news,not-rated,25,17,1.4705882344290657,somewhat agree
Monte Vista Journal,https://www.allsides.com/news-source/monte-vista-journal,not-rated,6,11,0.5454545449586776,disagree
Montrose Daily Press,https://www.allsides.com/news-source/montrose-daily-press,not-rated,10,10,0.9999999989999999,NA
Morning Call,https://www.allsides.com/news-source/morning-call,not-rated,23,30,0.7666666664111111,somewhat disagree
Mother Jones,https://www.allsides.com/news-source/mother-jones-bias,left,7455,1340,5.563432835779378,absolutely agree
Mount Airy News,https://www.allsides.com/news-source/mount-airy-news,not-rated,14,8,1.7499999978124998,agree
Mount Clemens Journal,https://www.allsides.com/news-source/mount-clemens-journal,not-rated,28,6,4.6666666588888885,absolutely agree
Mount Pleasant News,https://www.allsides.com/news-source/mount-pleasant-news,not-rated,16,11,1.4545454532231403,somewhat agree
Mountain Xpress,https://www.allsides.com/news-source/mountain-xpress,not-rated,0,4,0.0,absolutely disagree
MSNBC,https://www.allsides.com/news-source/msnbc,left,8176,2651,3.0841192002901394,absolutely agree
Mt. Pleasant Morning Sun,https://www.allsides.com/news-source/mt-pleasant-morning-sun,not-rated,22,21,1.0476190471201814,somewhat agree
MTV News Online,https://www.allsides.com/news-source/mtv-news-online-media-bias,left-center,78,113,0.6902654866645783,somewhat disagree
Muscatine Journal,https://www.allsides.com/news-source/muscatine-journal,not-rated,9,5,1.7999999964,agree
Muskegon Chronicle,https://www.allsides.com/news-source/muskegon-chronicle,not-rated,33,26,1.2692307687426034,somewhat agree
Napa Valley Register,https://www.allsides.com/news-source/napa-valley-register,not-rated,63,96,0.6562499999316407,disagree
Nashua Broadcaster,https://www.allsides.com/news-source/nashua-broadcaster,not-rated,6,3,1.9999999933333334,agree
Nashua Telegraph,https://www.allsides.com/news-source/nashua-telegraph,not-rated,19,15,1.266666665822222,somewhat agree
National Journal,https://www.allsides.com/news-source/national-journal,center,974,713,1.366058906011696,somewhat agree
National Review,https://www.allsides.com/news-source/national-review,right,11192,5056,2.2136075949323306,strongly agree
NBC (Web News),https://www.allsides.com/news-source/nbc-news-media-bias,left-center,5359,6536,0.8199204406352204,somewhat disagree
NBC Today Show,https://www.allsides.com/news-source/nbc-today-show,left-center,1190,1301,0.9146810145971201,somewhat disagree
New Baltimore Voice,https://www.allsides.com/news-source/new-baltimore-voice,not-rated,12,30,0.3999999998666667,strongly disagree
New Hampshire Union Leader,https://www.allsides.com/news-source/union-leader,center,23,22,1.0454545449793389,somewhat agree
New Republic,https://www.allsides.com/news-source/new-republic,left,1377,741,1.8582995951166221,agree
New York Daily News,https://www.allsides.com/news-source/new-york-daily-news,left,1120,515,2.1747572815111695,strongly agree
New York Magazine,https://www.allsides.com/news-source/new-york-magazine,left,1850,869,2.1288837744288966,strongly agree
New York Post,https://www.allsides.com/news-source/new-york-post,right,5161,3413,1.5121593905610544,agree
New York Times - News,https://www.allsides.com/news-source/new-york-times,left-center,18056,27591,0.6544162951684772,disagree
New York Times - Opinion,https://www.allsides.com/news-source/new-york-times-opinion-media-bias,left,4587,1449,3.1656314699574493,absolutely agree
Newberry News,https://www.allsides.com/news-source/newberry-news,not-rated,11,23,0.47826086935727785,strongly disagree
Newnan Times Herald,https://www.allsides.com/news-source/newnan-times-herald,not-rated,1,2,0.4999999975,strongly disagree
Newnan Times-Herald,https://www.allsides.com/news-source/newnan-times-herald-0,not-rated,58,29,1.9999999993103448,agree
News and Observer,https://www.allsides.com/news-source/news-and-observer,not-rated,39,57,0.6842105261957525,somewhat disagree
News Democrat & Leader,https://www.allsides.com/news-source/news-democrat-leader,not-rated,8,5,1.5999999968,agree
News Wise,https://www.allsides.com/news-source/news-wise,not-rated,90,75,1.1999999998400002,somewhat agree
News-Topic,https://www.allsides.com/news-source/news-topic,not-rated,0,1,0.0,absolutely disagree
NewsBusters,https://www.allsides.com/news-source/newsbusters,right,339,196,1.7295918366464493,agree
Newsline,https://www.allsides.com/news-source/newsline,not-rated,52,31,1.6774193542976066,agree
Newsmax - News,https://www.allsides.com/news-source/newsmax,right-center,7044,9105,0.7736408566713084,somewhat disagree
Newsmax - Opinion,https://www.allsides.com/news-source/newsmax-opinion-media-bias,right,62,47,1.3191489358895427,somewhat agree
NewsOne,https://www.allsides.com/news-source/newsonecom-media-bias,left,74,49,1.5102040813244482,agree
Newsweek,https://www.allsides.com/news-source/newsweek,left-center,2273,2724,0.8344346549161732,somewhat disagree
Newton Daily News,https://www.allsides.com/news-source/newton-daily-news,not-rated,16,21,0.7619047615419501,somewhat disagree
Newtrals,https://www.allsides.com/news-source/newtrals-media-bias,center,2,0,200000000.0,absolutely agree
Nieman Lab,https://www.allsides.com/news-source/nieman-lab-media-bias,center,16,10,1.5999999984,agree
Niles Daily Star,https://www.allsides.com/news-source/niles-daily-star,not-rated,58,26,2.2307692299112425,strongly agree
NMPolitics.net,https://www.allsides.com/news-source/nmpoliticsnet,center,191,248,0.7701612902915257,somewhat disagree
North Forty News,https://www.allsides.com/news-source/north-forty-news,not-rated,8,23,0.347826086805293,strongly disagree
Northern Colorado Business Report,https://www.allsides.com/news-source/northern-colorado-business-report,not-rated,6,6,0.9999999983333333,NA
Northern Express Weekly,https://www.allsides.com/news-source/northern-express-weekly,not-rated,19,40,0.47499999988124997,strongly disagree
Northville Eagle,https://www.allsides.com/news-source/northville-eagle,not-rated,4,33,0.12121212117539026,absolutely disagree
Northville Record,https://www.allsides.com/news-source/northville-record,not-rated,31,30,1.033333332988889,somewhat agree
Northwest Arkansas Times,https://www.allsides.com/news-source/northwest-arkansas-times,not-rated,6,5,1.1999999976,somewhat agree
Novi News,https://www.allsides.com/news-source/novi-news,not-rated,26,10,2.5999999974,strongly agree
NPR Editorial,https://www.allsides.com/news-source/npr-editorial,left-center,2836,3125,0.907519999997096,somewhat disagree
NPR Online News,https://www.allsides.com/news-source/npr-media-bias,center,21358,16538,1.2914499939525386,somewhat agree
Oakland Post,https://www.allsides.com/news-source/oakland-post,not-rated,27,12,2.249999998125,strongly agree
Oakland Press,https://www.allsides.com/news-source/oakland-press,not-rated,22,42,0.5238095236848073,disagree
Oceana's Herald-Journal,https://www.allsides.com/news-source/oceanas-herald-journal,not-rated,49,33,1.4848484843985308,somewhat agree
Ocilla Star,https://www.allsides.com/news-source/ocilla-star,not-rated,4,3,1.333333328888889,somewhat agree
Odyssey Online,https://www.allsides.com/news-source/odyssey-online,not-rated,62,86,0.7209302324743105,somewhat disagree
Ogemaw County Herald,https://www.allsides.com/news-source/ogemaw-county-herald,not-rated,42,15,2.799999998133333,strongly agree
Olewein Daily Register,https://www.allsides.com/news-source/olewein-daily-register,not-rated,17,8,2.1249999973437497,strongly agree
Onaway Outlook,https://www.allsides.com/news-source/onaway-outlook,not-rated,11,33,0.3333333332323232,strongly disagree
One America News Network,https://www.allsides.com/news-source/one-america-news-network-media-bias,right-center,609,621,0.9806763284866236,somewhat disagree
Online Journalism Blog,https://www.allsides.com/news-source/online-journalism-blog,not-rated,97,82,1.1829268291240334,somewhat agree
Ontonagon Herald,https://www.allsides.com/news-source/ontonagon-herald,not-rated,8,32,0.249999999921875,absolutely disagree
Orange County Register,https://www.allsides.com/news-source/orange-county-register,right-center,274,234,1.1709401708901308,somewhat agree
Orb Media,https://www.allsides.com/news-source/orb-media-media-bias,not-rated,24,62,0.38709677413111343,strongly disagree
Osceola Herald Review,https://www.allsides.com/news-source/osceola-herald-review,not-rated,31,9,3.444444440617284,absolutely agree
Oscoda County Herald,https://www.allsides.com/news-source/oscoda-county-herald,not-rated,16,32,0.49999999984375,strongly disagree
Oskaloosa Herald,https://www.allsides.com/news-source/oskaloosa-herald,not-rated,5,10,0.49999999949999996,strongly disagree
Ottumwa Courier,https://www.allsides.com/news-source/ottumwa-courier,not-rated,13,8,1.62499999796875,agree
Owosso Argus-Press,https://www.allsides.com/news-source/owosso-argus-press,not-rated,13,39,0.33333333324786324,strongly disagree
Owosso Independent,https://www.allsides.com/news-source/owosso-independent,not-rated,15,10,1.4999999984999999,somewhat agree
Oxford University Press,https://www.allsides.com/news-source/oxford-university-press,not-rated,100,144,0.6944444443962191,somewhat disagree
PACE,https://www.allsides.com/news-source/pace-media-bias,not-rated,20,23,0.8695652170132325,somewhat disagree
Pacific Standard,https://www.allsides.com/news-source/pacific-standard,left-center,397,353,1.1246458923194151,somewhat agree
Paragould Daily Press,https://www.allsides.com/news-source/paragould-daily-press,not-rated,39,15,2.5999999982666666,strongly agree
Patriot Post,https://www.allsides.com/news-source/patriot-post,not-rated,44,48,0.9166666664756944,somewhat disagree
Paw Paw Courier-Leader,https://www.allsides.com/news-source/paw-paw-courier-leader,not-rated,28,31,0.9032258061602497,somewhat disagree
PBS NewsHour,https://www.allsides.com/news-source/pbs-newshour,center,2343,1737,1.348877374776345,somewhat agree
Peacock Panache,https://www.allsides.com/news-source/peacock-panache,left,185,100,1.849999999815,agree
Penasee Globe,https://www.allsides.com/news-source/penasee-globe,not-rated,12,39,0.3076923076134122,absolutely disagree
Peninsula Clarion,https://www.allsides.com/news-source/peninsula-clarion,not-rated,0,1,0.0,absolutely disagree
Penn Live,https://www.allsides.com/news-source/penn-live,not-rated,77,64,1.203124999812012,somewhat agree
Petoskey News Review,https://www.allsides.com/news-source/petoskey-news-review,not-rated,41,16,2.5624999983984376,strongly agree
Phys.org,https://www.allsides.com/news-source/physorg,center,125,71,1.7605633800337237,agree
Pine Bluff Commercial,https://www.allsides.com/news-source/pine-bluff-commercial,not-rated,16,26,0.615384615147929,disagree
Pine River Times,https://www.allsides.com/news-source/pine-river-times,not-rated,5,9,0.5555555549382716,disagree
Pittsburgh Post-Gazette,https://www.allsides.com/news-source/pittsburgh-post-gazette,right-center,242,292,0.8287671232592888,somewhat disagree
PJ Media,https://www.allsides.com/news-source/pj-media,right,256,140,1.8285714284408163,agree
PJ Media,https://www.allsides.com/news-source/pj-media-media-bias,right-center,194,169,1.1479289940149153,somewhat agree
Plainwell & Otsego Union Enterprise,https://www.allsides.com/news-source/plainwell-otsego-union-enterprise,not-rated,13,33,0.39393939382001836,strongly disagree
Plymouth Observer,https://www.allsides.com/news-source/plymouth-observer,not-rated,35,15,2.333333331777778,strongly agree
Polish Times,https://www.allsides.com/news-source/polish-times,not-rated,89,53,1.6792452827020292,agree
Politico,https://www.allsides.com/news-source/politico-media-bias,left-center,15673,23122,0.6778392872585944,somewhat disagree
Politics Means Politics,https://www.allsides.com/news-source/politics-means-politics,not-rated,11,12,0.9166666659027777,somewhat disagree
PoliticusUSA,https://www.allsides.com/news-source/politicususa,left,893,313,2.8530351436788166,strongly agree
PolitiFact,https://www.allsides.com/news-source/politifact,left-center,2248,2597,0.8656141701930473,somewhat disagree
Port Huron Times-Herald,https://www.allsides.com/news-source/port-huron-times-herald,not-rated,39,22,1.7727272719214875,agree
Portland Press Herald,https://www.allsides.com/news-source/portland-press-herarld,center,229,326,0.7024539877085136,somewhat disagree
Portland review and Observer,https://www.allsides.com/news-source/portland-review-and-observer,not-rated,11,32,0.3437499998925781,strongly disagree
Portsmouth Herald,https://www.allsides.com/news-source/portsmouth-herald,not-rated,12,16,0.74999999953125,somewhat disagree
Post Searchlight,https://www.allsides.com/news-source/post-searchlight,not-rated,24,24,0.9999999995833333,NA
Post South,https://www.allsides.com/news-source/post-south,not-rated,1,1,0.9999999900000002,NA
Poynter,https://www.allsides.com/news-source/poynter-media-bias,center,12,5,2.3999999952,strongly agree
Presque Isle County Advance,https://www.allsides.com/news-source/presque-isle-county-advance,not-rated,29,36,0.8055555553317901,somewhat disagree
PRI (Public Radio International),https://www.allsides.com/news-source/pri-public-radio-international,center,693,423,1.638297872301695,agree
Progressive Voices of Iowa,https://www.allsides.com/news-source/progressive-voices-iowa,left,204,129,1.5813953487146204,agree
Project Syndicate,https://www.allsides.com/news-source/project-syndicate,not-rated,78,95,0.8210526314925208,somewhat disagree
Project Veritas,https://www.allsides.com/news-source/project-veritas-media-bias,right-center,128,135,0.9481481480779149,somewhat disagree
ProPublica,https://www.allsides.com/news-source/propublica,center,1044,716,1.4581005586388534,somewhat agree
Psychology Today,https://www.allsides.com/news-source/psychology-today-media-bias,center,10,1,9.999999900000002,absolutely agree
Punditfact,https://www.allsides.com/news-source/punditfact,not-rated,30,54,0.5555555554526749,disagree
PXW News,https://www.allsides.com/news-source/pxw-news,center,182,191,0.9528795811019435,somewhat disagree
Quad-City Times,https://www.allsides.com/news-source/quad-city-times,not-rated,12,4,2.9999999925000003,strongly agree
Quartz,https://www.allsides.com/news-source/quartz,center,568,539,1.0538033394980741,somewhat agree
Quillette,https://www.allsides.com/news-source/quillette-media-bias,right-center,362,584,0.619863013688016,disagree
Rasmussen Reports,https://www.allsides.com/news-source/rasmussen-reports,center,519,740,0.7013513513418737,somewhat disagree
Raw Story,https://www.allsides.com/news-source/raw-story,left,703,385,1.825974025926598,agree
RealClearPolitics,https://www.allsides.com/news-source/real-clear-politics,center,3137,3088,1.0158678756443786,somewhat agree
Reason,https://www.allsides.com/news-source/reason,right-center,5972,3924,1.5219164118207902,agree
Record Journal,https://www.allsides.com/news-source/record-journal,center,134,152,0.8815789473104224,somewhat disagree
Red Racing Horses,https://www.allsides.com/news-source/red-racing-horses-media-bias,right,32,33,0.9696969694031221,somewhat disagree
Red State,https://www.allsides.com/news-source/red-state,right,677,261,2.593869731701384,strongly agree
Redford Observer,https://www.allsides.com/news-source/redford-observer,not-rated,36,15,2.3999999984,strongly agree
Register-Herald,https://www.allsides.com/news-source/register-herald,not-rated,9,12,0.749999999375,somewhat disagree
Religion News Service,https://www.allsides.com/news-source/religion-news-service,not-rated,35,54,0.6481481480281207,disagree
Reporter-Herald,https://www.allsides.com/news-source/reporter-herald,not-rated,2,1,1.9999999800000003,agree
Reuters,https://www.allsides.com/news-source/reuters,center,8600,5241,1.6409082236183155,agree
Richmond Register,https://www.allsides.com/news-source/richmond-register,not-rated,9,10,0.8999999991,somewhat disagree
Richmond Times Dispatch,https://www.allsides.com/news-source/richmond-times-dispatch,right-center,240,209,1.1483253587967308,somewhat agree
Right - Major Media Sources,https://www.allsides.com/news-source/right-major-publications,right,292,287,1.0174216027520062,somewhat agree
Right Side News,https://www.allsides.com/news-source/right-side-news,right,452,234,1.9316239315413835,agree
Right Wing News,https://www.allsides.com/news-source/right-wing-news,right,403,196,2.0561224488746874,strongly agree
Rochester Post,https://www.allsides.com/news-source/rochester-post,not-rated,12,33,0.3636363635261708,strongly disagree
Rockford Squire,https://www.allsides.com/news-source/rockford-squire,not-rated,25,5,4.99999999,absolutely agree
Rockingham Now,https://www.allsides.com/news-source/rockingham-now,not-rated,3,7,0.4285714279591837,strongly disagree
Roll Call,https://www.allsides.com/news-source/roll-call-media-bias,center,148,141,1.049645389996479,somewhat agree
RollingStone.com,https://www.allsides.com/news-source/rolling-stone,left,1496,434,3.4470046082155066,absolutely agree
Rome News-Tribune,https://www.allsides.com/news-source/rome-news-tribune,not-rated,16,17,0.941176470034602,somewhat disagree
Romeo Observer,https://www.allsides.com/news-source/romeo-observer,not-rated,16,23,0.695652173610586,somewhat disagree
Rosscommon County Voice,https://www.allsides.com/news-source/rosscommon-county-voice,not-rated,6,7,0.8571428559183674,somewhat disagree
Royal Oak Daily Tribune,https://www.allsides.com/news-source/royal-oak-daily-tribune,not-rated,31,17,1.8235294106920414,agree
RT,https://www.allsides.com/news-source/rt,not-rated,102,89,1.1460674156015656,somewhat agree
Ruston Daily Leader,https://www.allsides.com/news-source/ruston-daily-leader,not-rated,0,2,0.0,absolutely disagree
Rutgers Today,https://www.allsides.com/news-source/rutgers-today-media-bias,not-rated,8,5,1.5999999968,agree
Saginaw News,https://www.allsides.com/news-source/saginaw-news,not-rated,25,20,1.249999999375,somewhat agree
Saint Peters Blog,https://www.allsides.com/news-source/saint-peters-blog,not-rated,135,66,2.0454545451446284,strongly agree
Saline Courier,https://www.allsides.com/news-source/saline-courier,not-rated,16,35,0.4571428570122449,strongly disagree
Saline Reporter Journal,https://www.allsides.com/news-source/saline-reporter-journal,not-rated,20,51,0.39215686266820454,strongly disagree
Salisbury Post,https://www.allsides.com/news-source/salisbury-post,not-rated,3,2,1.4999999925,somewhat agree
Salon,https://www.allsides.com/news-source/salon,left,11107,5044,2.2020222045951585,strongly agree
Sampson Independent,https://www.allsides.com/news-source/sampson-independent,not-rated,8,9,0.8888888879012344,somewhat disagree
San Diego Union-Tribune,https://www.allsides.com/news-source/san-diego-union-tribune-media-bias,not-rated,54,63,0.8571428570068027,somewhat disagree
San Francisco Chronicle,https://www.allsides.com/news-source/san-francisco-chronicle,left,921,339,2.7168141592118933,strongly agree
San Jose Mercury News,https://www.allsides.com/news-source/san-jose-mercury-news,left-center,382,421,0.9073634204060008,somewhat disagree
Sandusky Tribune,https://www.allsides.com/news-source/sandusky-tribune,not-rated,13,30,0.4333333331888889,strongly disagree
Sanilac County News,https://www.allsides.com/news-source/sanilac-county-news,not-rated,36,23,1.5652173906238185,agree
Saugatuck Commercial Record,https://www.allsides.com/news-source/saugatuck-commercial-record,not-rated,47,30,1.5666666661444444,agree
Sault Sainte Marie Evening News,https://www.allsides.com/news-source/sault-sainte-marie-evening-news,not-rated,15,40,0.37499999990625,strongly disagree
Savannah Morning News,https://www.allsides.com/news-source/savannah-morning-news,not-rated,0,1,0.0,absolutely disagree
Savannah Morning News,https://www.allsides.com/news-source/savannah-morning-news-0,not-rated,4,7,0.571428570612245,disagree
Science Daily,https://www.allsides.com/news-source/science-daily,center,464,289,1.6055363321243759,agree
Scientific American,https://www.allsides.com/news-source/scientific-american-0,not-rated,5,8,0.6249999992187499,disagree
Scientific American,https://www.allsides.com/news-source/scientific-american,center,1073,557,1.9263913823711598,agree
Sentinel- Record,https://www.allsides.com/news-source/sentinel-record,not-rated,16,35,0.4571428570122449,strongly disagree
Seward City News,https://www.allsides.com/news-source/seward-city-news,not-rated,27,43,0.6279069765981612,disagree
SF Weekly,https://www.allsides.com/news-source/sf-weekly,center,259,333,0.777777777754421,somewhat disagree
SFGate,https://www.allsides.com/news-source/sf-gate,left-center,434,494,0.8785425101036732,somewhat disagree
Shreveport Times,https://www.allsides.com/news-source/shreveport-times,not-rated,8,15,0.5333333329777777,disagree
Sierra Sun,https://www.allsides.com/news-source/sierra-sun,not-rated,39,74,0.5270270269558072,disagree
Sioux-City Journal,https://www.allsides.com/news-source/sioux-city-journal,not-rated,7,10,0.6999999992999999,somewhat disagree
Sky-Hi Daily News,https://www.allsides.com/news-source/sky-hi-daily-news,left-center,141,126,1.119047618958806,somewhat agree
Slate,https://www.allsides.com/news-source/slate,left,4473,2671,1.6746536877511244,agree
Smerconish,https://www.allsides.com/news-source/smerconish-media-bias,center,145,210,0.6904761904433107,somewhat disagree
Snopes,https://www.allsides.com/news-source/snopes,center,279,579,0.4818652849657709,strongly disagree
Socialist Alternative,https://www.allsides.com/news-source/socialist-alternative,left,438,208,2.105769230667992,strongly agree
Socialist Project/The Bullet,https://www.allsides.com/news-source/socialist-projectthe-bullet,left,386,184,2.097826086842509,strongly agree
Socialist Worker,https://www.allsides.com/news-source/socialist-worker-media-bias,not-rated,22,27,0.8148148145130315,somewhat disagree
South Haven Tribune,https://www.allsides.com/news-source/south-haven-tribune,not-rated,55,19,2.8947368405817175,strongly agree
South Lyon Herald,https://www.allsides.com/news-source/south-lyon-herald,not-rated,18,27,0.666666666419753,disagree
South Oakland Eccentric,https://www.allsides.com/news-source/south-oakland-eccentric,not-rated,2,31,0.0645161290114464,absolutely disagree
Southeast Advance,https://www.allsides.com/news-source/southeast-advance,not-rated,19,21,0.9047619043310657,somewhat disagree
Southwest Daily News,https://www.allsides.com/news-source/southwest-daily-news,not-rated,9,10,0.8999999991,somewhat disagree
Southwest Times Record,https://www.allsides.com/news-source/southwest-times-record,not-rated,28,15,1.8666666654222221,agree
Spencer Daily Reporter,https://www.allsides.com/news-source/spencer-daily-reporter,not-rated,22,35,0.6285714283918368,disagree
Spinal Column Newsweekly,https://www.allsides.com/news-source/spinal-column-newsweekly,not-rated,35,21,1.6666666658730158,agree
Splinter,https://www.allsides.com/news-source/splinter-media-bias,left,204,76,2.684210525962604,strongly agree
Spokesman Review,https://www.allsides.com/news-source/spokesman-review,left-center,208,241,0.863070539383275,somewhat disagree
Springdale Morning News,https://www.allsides.com/news-source/springdale-morning-news,not-rated,9,26,0.34615384602071003,strongly disagree
St. Ignace News,https://www.allsides.com/news-source/st-ignace-news,not-rated,28,4,6.9999999825,absolutely agree
Standard Examiner,https://www.allsides.com/news-source/standard-examiner,not-rated,79,83,0.9518072288009871,somewhat disagree
Standard Journal,https://www.allsides.com/news-source/standard-journal,not-rated,17,15,1.1333333325777777,somewhat agree
Stanford News,https://www.allsides.com/news-source/stanford-news,not-rated,103,63,1.6349206346611236,agree
Stanford Social Innovation Review,https://www.allsides.com/news-source/stanford-social-innovation-review,not-rated,56,96,0.5833333332725695,disagree
Star News,https://www.allsides.com/news-source/star-news,not-rated,15,23,0.6521739127599243,disagree
Star Tribune,https://www.allsides.com/news-source/star-tribune-media-bias,not-rated,26,27,0.96296296260631,somewhat disagree
Star Tribune,https://www.allsides.com/news-source/star-tribune-media-bias-0,not-rated,0,1,0.0,absolutely disagree
State Journal,https://www.allsides.com/news-source/state-journal,left-center,176,249,0.7068273092085612,somewhat disagree
State Line Observer,https://www.allsides.com/news-source/state-line-observer,not-rated,32,17,1.882352940069204,agree
Statesboro Herald,https://www.allsides.com/news-source/statesboro-herald-0,not-rated,8,15,0.5333333329777777,disagree
Statesboro Herald,https://www.allsides.com/news-source/statesboro-herald,not-rated,1,3,0.3333333322222222,strongly disagree
Steamboat Today,https://www.allsides.com/news-source/steamboat-today,not-rated,1,2,0.4999999975,strongly disagree
Stockbridge Sun Times,https://www.allsides.com/news-source/stockbridge-sun-times,not-rated,9,30,0.2999999999,absolutely disagree
StoryCorps,https://www.allsides.com/news-source/storycorps-media-bias,allsides,64,56,1.1428571426530612,somewhat agree
Straitsland Resorter,https://www.allsides.com/news-source/straitsland-resorter,not-rated,11,35,0.3142857141959184,absolutely disagree
Sturgis Journal,https://www.allsides.com/news-source/sturgis-journal-media-bias,not-rated,1,1,0.9999999900000002,NA
Stuttgart Daily Leader,https://www.allsides.com/news-source/stuttgart-daily-leader,not-rated,24,12,1.9999999983333332,agree
Subverse,https://www.allsides.com/news-source/subverse-media-bias,center,75,39,1.9230769225838265,agree
Summit Daily,https://www.allsides.com/news-source/summit-daily,not-rated,0,1,0.0,absolutely disagree
Summit Daily,https://www.allsides.com/news-source/summit-daily-0,not-rated,7,14,0.49999999964285713,strongly disagree
Sun Journal,https://www.allsides.com/news-source/sun-journal,not-rated,1,4,0.249999999375,absolutely disagree
Suspend Belief Podcast,https://www.allsides.com/news-source/suspend-belief-podcast,allsides,148,176,0.8409090908613119,somewhat disagree
Swartz Creek News,https://www.allsides.com/news-source/swartz-creek-news,not-rated,8,26,0.3076923075739645,absolutely disagree
Tallahassee Democrat,https://www.allsides.com/news-source/tallahassee-democrat,center,243,253,0.9604743082624319,somewhat disagree
TechCrunch,https://www.allsides.com/news-source/techcrunch-media-bias,center,412,269,1.5315985129542156,agree
Tecumseh Herald,https://www.allsides.com/news-source/tecumseh-herald,not-rated,36,15,2.3999999984,strongly agree
Teen Vogue,https://www.allsides.com/news-source/teen-vogue,left-center,326,484,0.673553718994348,somewhat disagree
Telegraph Herald,https://www.allsides.com/news-source/telegraph-herald,not-rated,95,96,0.9895833332302518,somewhat disagree
Telluride Daily Planet,https://www.allsides.com/news-source/telluride-daily-planet,not-rated,16,31,0.5161290320915712,disagree
Texarkana Gazette,https://www.allsides.com/news-source/texarkana-gazette,not-rated,13,25,0.519999999792,disagree
The Advance,https://www.allsides.com/news-source/advance,not-rated,0,2,0.0,absolutely disagree
The Advertiser,https://www.allsides.com/news-source/advertiser,not-rated,2,9,0.2222222219753086,absolutely disagree
The Advocate,https://www.allsides.com/news-source/advocate,not-rated,57,80,0.7124999999109376,somewhat disagree
The Advocate,https://www.allsides.com/news-source/advocate-0,not-rated,26,4,6.49999998375,absolutely agree
The Advocate-Messenger,https://www.allsides.com/news-source/advocate-messenger,left-center,176,216,0.8148148147770918,somewhat disagree
The Albany Herald,https://www.allsides.com/news-source/albany-herald-0,not-rated,4,5,0.7999999984,somewhat disagree
The American Conservative,https://www.allsides.com/news-source/american-conservative-media-bias,right-center,217,237,0.9156118143073582,somewhat disagree
The Appeal,https://www.allsides.com/news-source/appeal-media-bias,center,39,29,1.3448275857431629,somewhat agree
The Asheville Tribune,https://www.allsides.com/news-source/asheville-tribune,not-rated,5,3,1.6666666611111112,agree
The Atlantic,https://www.allsides.com/news-source/atlantic,left-center,6468,3458,1.8704453441241458,agree
The Augusta Chronicle,https://www.allsides.com/news-source/augusta-chronicle-0,not-rated,7,6,1.1666666647222221,somewhat agree
The Biblical Recorder,https://www.allsides.com/news-source/biblical-recorder,not-rated,12,33,0.3636363635261708,strongly disagree
The Boston Globe,https://www.allsides.com/news-source/boston-globe,left-center,1524,1157,1.3171996542669215,somewhat agree
The Breeze,https://www.allsides.com/news-source/breeze,not-rated,84,73,1.1506849313492213,somewhat agree
The Brighton Blade,https://www.allsides.com/news-source/brighton-blade,not-rated,3,19,0.15789473675900276,absolutely disagree
The Brunswick News,https://www.allsides.com/news-source/brunswick-news-0,not-rated,10,14,0.7142857137755102,somewhat disagree
The Burton New,https://www.allsides.com/news-source/burton-new,not-rated,20,9,2.2222222197530863,strongly agree
The Cadiz Record,https://www.allsides.com/news-source/cadiz-record,left-center,176,187,0.941176470537905,somewhat disagree
The Cairo Messenger,https://www.allsides.com/news-source/cairo-messenger,not-rated,9,8,1.12499999859375,somewhat agree
The Camden News,https://www.allsides.com/news-source/camden-news,not-rated,0,1,0.0,absolutely disagree
The Canyon County Zephyr,https://www.allsides.com/news-source/canyon-county-zephry,left,171,140,1.2214285713413264,somewhat agree
The Cap Times,https://www.allsides.com/news-source/cap-times,not-rated,67,77,0.8701298700168664,somewhat disagree
The Carrboro Citizen,https://www.allsides.com/news-source/carrboro-citizen,not-rated,4,12,0.3333333330555555,strongly disagree
The Cary News,https://www.allsides.com/news-source/cary-news,not-rated,13,31,0.41935483857440164,strongly disagree
The Catham Journal,https://www.allsides.com/news-source/catham-journal,not-rated,0,16,0.0,absolutely disagree
The Center Square - Michigan,https://www.allsides.com/news-source/center-square-michigan-media-bias,center,26,40,0.6499999998375,disagree
The Charlotte Jewish News,https://www.allsides.com/news-source/charlotte-jewish-news,not-rated,14,9,1.5555555538271604,agree
The Charlotte Observer,https://www.allsides.com/news-source/charlotte-observer,not-rated,20,44,0.4545454544421488,strongly disagree
The Citizen,https://www.allsides.com/news-source/citizen,not-rated,0,5,0.0,absolutely disagree
The College Fix,https://www.allsides.com/news-source/college-fix,right,175,148,1.1824324323525384,somewhat agree
